RK,PLAYER,POS,GP,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,AVG,TTL
309,Pat Bryant   DEN,WR,14,0.0,1.8,0.0,0.0,0.0,2.2,0.6,10.0,2.0,4.3,8.2,BYE,4.2,3.2,,4.2,,2.9,40.7
310,Tyler Lockett   LV,WR,16,0.0,0.9,3.7,0.0,6.6,0.0,1.8,BYE,0.0,4.4,3.3,6.2,1.1,4.1,1.0,0.6,6.9,2.5,40.6
311,Luke McCaffrey   WAS,WR,9,0.0,3.9,11.6,8.1,5.0,9.3,0.0,2.4,0.0,,,BYE,,,,,,4.5,40.3
312,Matthew Golden   GB,WR,13,1.6,1.5,6.1,6.3,BYE,10.2,3.7,0.4,0.9,,2.4,,,0.0,5.5,0.4,1.2,3.1,40.2
313,Tyler Huntley   BAL,QB,5,,,,,,6.6,BYE,16.7,,,,,,,-0.3,2.8,14.3,8.0,40.1
314,Emari Demercado   ARI,RB,12,0.0,0.0,0.0,8.1,6.1,0.1,,BYE,7.8,10.4,2.0,,,,0.1,3.0,2.0,3.3,39.6
315,JuJu Smith-Schuster   KC,WR,16,5.5,0.5,5.5,9.6,1.7,5.7,3.5,2.9,0.2,BYE,0.0,0.8,0.0,0.5,0.0,1.2,1.6,2.5,39.2
316,Malik Nabers   NYG,WR,4,7.1,28.7,1.3,2.0,,,,,,,,,,BYE,,,,9.8,39.1
317,Graham Gano   NYG,K,5,8.0,13.0,3.0,,,,,9.0,6.0,,,,,BYE,,,,7.8,39.0
318,Davis Allen   LAR,TE,16,7.3,6.8,0.3,0.0,2.4,0.7,0.4,BYE,3.7,6.8,0.0,2.9,0.4,2.1,1.6,3.4,0.0,2.4,38.8
319,Kyle Williams   NE,WR,16,1.2,0.0,0.8,-0.2,0.0,0.0,0.0,0.0,0.0,13.2,0.0,1.8,9.3,BYE,0.0,10.6,2.0,2.4,38.7
320,Malik Davis   DAL,RB,10,,,,,,,0.0,0.3,0.3,BYE,2.0,2.4,10.7,0.6,9.7,2.3,10.3,3.9,38.6
321,Austin Hooper   NE,TE,15,1.0,3.8,2.8,2.4,0.0,0.5,7.1,3.8,2.0,0.0,,3.9,0.0,BYE,0.0,3.4,7.1,2.5,37.8
322,Kalif Raymond   DET,WR,14,1.6,2.3,0.4,7.3,0.0,0.0,1.7,BYE,0.0,5.9,0.0,3.7,,,2.0,12.2,0.5,2.7,37.6
323,Josh Oliver   MIN,TE,14,0.5,0.0,7.2,0.0,9.5,BYE,0.9,0.0,,,-0.3,0.4,0.0,14.4,1.8,1.9,0.8,2.6,37.1
324,John Metchie III   NYJ,WR,15,0.0,0.0,0.8,1.0,0.0,0.0,,0.0,BYE,-0.4,10.5,12.5,1.7,3.4,2.9,0.4,4.1,2.5,36.9
325,Cedric Tillman   CLE,WR,12,11.2,8.2,2.6,0.6,,,,,BYE,1.1,5.2,0.5,0.0,2.3,0.0,0.8,4.2,3.1,36.7
325,Jackson Hawes   BUF,TE,16,2.9,0.5,6.5,1.5,0.0,0.0,BYE,1.5,1.8,8.6,0.0,2.6,1.0,6.3,0.9,2.6,0.0,2.3,36.7
327,Tre' Harris   LAC,WR,16,1.1,3.4,0.0,0.0,0.0,2.7,2.3,6.8,1.8,0.4,1.2,BYE,3.0,2.1,4.9,5.4,1.5,2.3,36.6
328,Rashod Bateman   BAL,WR,13,1.0,1.5,12.3,2.4,0.0,0.8,BYE,5.1,7.3,3.0,,,0.0,2.3,,0.0,0.7,2.8,36.4
329,Tim Patrick   JAC,WR,15,0.0,0.0,1.6,-0.1,0.0,8.6,2.2,BYE,,0.0,8.0,0.0,1.1,13.8,0.0,1.1,0.0,2.4,36.3
330,Travis Hunter   JAC,WR,7,3.3,2.2,2.1,4.2,6.4,1.5,16.1,BYE,,,,,,,,,,5.1,35.8
331,Isaiah Bond   CLE,WR,15,0.5,1.5,1.6,5.8,2.9,0.9,0.0,0.0,BYE,,0.8,5.8,2.7,0.0,8.9,2.0,1.6,2.3,35.0
332,Philip Rivers   IND,QB,3,,,,,,,,,,,BYE,,,,7.8,18.1,8.8,11.6,34.7
333,Tank Bigsby   PHI,RB,15,1.2,,0.0,0.0,0.0,0.0,1.0,10.4,BYE,0.7,3.4,0.8,0.0,0.4,5.7,9.7,0.9,2.3,34.2
334,Michael Mayer   LV,TE,12,3.8,0.9,0.0,,,11.0,1.0,BYE,2.6,2.2,1.3,1.4,,,0.0,1.0,8.9,2.8,34.1
335,Demarcus Robinson   SF,WR,13,,,,2.0,3.9,4.4,0.0,2.5,0.0,3.4,1.3,0.8,0.6,BYE,3.6,8.3,3.0,2.6,33.8
336,Greg Dulcich   MIA,TE,9,,,,,,,,0.0,4.9,2.2,1.8,BYE,2.4,4.1,4.6,2.6,11.1,3.7,33.7
337,Jaylin Lane   WAS,WR,15,1.1,0.2,5.8,1.8,1.6,4.4,6.0,0.0,0.9,4.1,1.3,BYE,0.0,0.0,6.0,0.0,,2.2,33.2
338,Younghoe Koo   NYG,K,6,9.0,,,,,,,,,8.0,2.0,10.0,1.0,BYE,3.0,,,5.5,33.0
339,Tyreek Hill   MIA,WR,4,4.0,10.9,10.9,6.7,,,,,,,,BYE,,,,,,8.1,32.5
339,Brashard Smith   KC,RB,16,0.0,0.2,1.3,3.6,3.6,2.1,8.1,0.8,0.7,BYE,0.8,3.6,0.0,0.7,0.1,0.4,6.5,2.0,32.5
339,Kyle Juszczyk   SF,RB,16,3.2,0.5,6.1,3.2,2.0,0.9,0.8,0.4,1.2,0.8,2.6,0.0,2.7,BYE,0.7,0.0,7.4,2.0,32.5
342,Isaiah Likely   BAL,TE,13,,,,0.0,1.2,0.6,BYE,0.8,6.0,1.7,1.5,1.0,7.5,8.5,0.0,0.0,2.7,2.4,31.5
343,Tyler Higbee   LAR,TE,9,0.0,3.7,0.0,2.5,,10.0,1.9,BYE,7.3,3.3,2.3,,,,,,,3.4,31.0
344,Daniel Bellinger   NYG,TE,15,1.4,0.0,0.6,1.3,5.2,0.0,14.8,2.1,,0.8,0.0,0.0,0.0,BYE,3.5,0.0,1.1,2.1,30.8
345,Ray Davis   BUF,RB,16,0.1,2.4,0.0,0.3,0.1,7.9,BYE,1.6,0.0,-0.2,0.0,6.0,6.2,0.0,1.3,3.4,1.6,1.9,30.7
346,Tyrell Shavers   BUF,WR,16,0.0,0.0,2.4,0.0,0.0,2.7,BYE,0.0,0.7,2.4,15.0,0.0,0.0,1.6,0.0,2.1,3.6,1.9,30.5
347,Calvin Ridley   TEN,WR,7,2.7,5.7,2.7,3.0,13.1,1.8,,,,BYE,1.3,,,,,,,4.3,30.3
347,Isaiah Williams   NYJ,WR,14,,0.0,0.0,-2.0,,0.0,0.0,5.6,BYE,6.4,0.6,0.0,0.0,8.4,5.3,2.5,3.5,2.2,30.3
349,Joshua Palmer   BUF,WR,11,6.1,4.7,0.5,2.5,3.6,6.0,BYE,,,,1.7,2.1,,,1.6,0.2,1.2,2.7,30.2
349,Christian Kirk   HOU,WR,12,,,2.5,2.0,6.4,BYE,,,2.6,0.3,0.6,11.4,0.0,0.6,0.0,3.7,0.1,2.5,30.2
351,David Sills V   ATL,WR,16,0.0,0.0,0.9,0.0,BYE,0.0,0.0,1.4,0.0,0.0,1.1,7.6,7.5,0.0,7.8,0.0,3.7,1.9,30.0
352,Xavier Smith   LAR,WR,15,3.6,0.0,0.0,0.0,0.0,0.0,1.5,BYE,1.2,1.4,0.8,,8.2,0.6,0.0,5.7,6.7,2.0,29.7
353,Jayden Reed   GB,WR,6,10.5,0.0,,,BYE,,,,,,,,,5.3,5.5,4.1,4.1,4.9,29.5
354,Dyami Brown   JAC,WR,14,5.8,12.6,0.7,,1.5,2.0,5.0,BYE,2.9,0.0,0.0,0.0,,0.0,-1.6,0.0,0.0,2.1,28.9
355,Tanner Hudson   CIN,TE,12,,,,0.0,0.0,7.0,,0.9,4.2,BYE,2.2,0.9,7.4,1.1,1.6,0.4,3.1,2.4,28.8
356,Mitchell Evans   CAR,TE,16,0.0,0.9,0.9,8.3,6.4,2.1,2.4,0.0,0.0,0.0,2.8,0.0,2.0,BYE,0.0,2.3,0.6,1.8,28.7
357,Jalen Tolbert   DAL,WR,12,0.0,1.6,4.4,6.1,0.0,0.8,1.6,10.7,0.0,BYE,0.0,,0.0,,,,3.1,2.4,28.3
357,Kendre Miller   NO,RB,7,2.4,1.0,3.6,12.5,4.9,3.2,0.7,,,,BYE,,,,,,,4.0,28.3
359,Jahan Dotson   PHI,WR,16,5.9,0.4,0.7,0.0,2.4,1.7,0.0,10.0,BYE,0.0,4.3,0.0,1.2,0.3,0.0,1.3,0.0,1.8,28.2
360,Brandin Cooks   BUF,WR,15,2.6,2.6,2.4,2.2,0.5,2.1,0.3,2.2,1.6,0.0,,,1.3,0.0,0.0,0.0,10.1,1.9,27.9
361,Chris Moore   WAS,WR,13,3.4,,2.5,0.9,0.0,10.6,5.9,0.0,0.0,0.0,2.8,BYE,0.0,,,0.0,1.5,2.1,27.6
361,Taysom Hill   NO,TE,12,,,,,0.7,6.1,0.8,1.2,3.0,2.0,BYE,1.7,0.7,-0.1,0.2,11.3,0.0,2.3,27.6
363,Tommy Tremble   CAR,TE,16,0.2,2.0,1.6,10.2,0.7,3.9,0.0,0.4,0.0,0.0,5.4,0.0,0.2,BYE,1.3,0.6,0.6,1.7,27.1
364,Roman Wilson   PIT,WR,14,0.0,0.7,0.0,0.0,BYE,1.2,1.7,13.4,-1.6,9.5,1.7,0.0,0.0,0.0,,,0.0,1.9,26.6
365,Brady Cook   NYJ,QB,4,,,,,,,,,BYE,,,,,4.5,11.9,4.7,5.2,6.6,26.4
366,Charlie Kolar   BAL,TE,16,0.0,0.0,2.2,0.0,1.0,0.0,BYE,7.0,8.3,2.3,0.0,0.0,1.7,1.9,0.0,1.8,0.0,1.6,26.2
367,Quinn Ewers   MIA,QB,3,,,,,,,2.1,,,,,BYE,,,,8.9,14.8,8.6,25.8
368,Tyler Johnson   NYJ,WR,12,3.1,0.0,3.2,,0.0,0.0,6.0,12.4,BYE,0.0,0.0,,0.0,,,0.7,0.3,2.1,25.7
369,Audric Estime   NO,RB,6,,,,,,,,,,0.0,BYE,,0.0,1.1,5.0,3.6,15.8,4.3,25.5
369,Adam Trautman   DEN,TE,16,0.5,7.0,0.0,3.2,1.1,0.0,0.0,0.0,2.5,0.2,0.8,BYE,4.7,1.7,0.0,1.4,2.4,1.6,25.5
371,James Conner   ARI,RB,4,10.4,11.2,3.7,,,,,BYE,,0.0,,,,,,,,6.3,25.3
371,Elijah Higgins   ARI,TE,16,0.3,4.5,0.7,0.0,1.0,3.4,0.3,BYE,3.0,1.9,-0.9,0.0,1.7,0.0,0.3,9.1,0.0,1.6,25.3
373,Luke Musgrave   GB,TE,16,0.4,3.2,0.0,0.6,BYE,0.7,0.0,0.5,3.4,2.3,-0.1,0.7,2.3,2.2,5.2,3.8,0.0,1.6,25.2
374,Ja'Tavion Sanders   CAR,TE,13,2.7,5.4,1.1,,,,0.0,1.9,0.5,3.2,2.2,0.6,0.0,BYE,0.5,6.9,0.0,1.9,25.0
375,Jeremy Ruckert   NYJ,TE,16,1.6,6.5,0.0,2.3,2.8,0.0,0.0,2.4,BYE,0.0,2.3,0.0,1.2,1.9,1.3,1.4,0.2,1.5,23.9
376,Mitch Tinsley   CIN,WR,12,0.0,7.3,0.0,0.9,,,,,2.7,BYE,0.0,8.9,2.2,0.0,1.6,0.0,0.0,2.0,23.6
377,Zavier Scott   MIN,RB,10,,,5.0,10.4,-0.2,BYE,0.6,2.4,0.0,,,,2.1,2.0,,1.2,0.0,2.4,23.5
378,Tutu Atwell   LAR,WR,9,0.4,0.0,0.0,14.8,7.2,,0.0,BYE,,,,,,,0.9,0.0,0.0,2.6,23.3
379,Brock Wright   DET,TE,11,0.0,8.8,0.0,0.0,6.9,0.0,2.3,BYE,1.1,0.0,0.8,2.9,,,,,,2.1,22.8
380,Jawhar Jordan   HOU,RB,3,,,,,,BYE,,,,,,,,,11.8,7.0,3.6,7.5,22.4
380,Jack Bech   LV,WR,15,2.3,0.0,1.0,0.0,2.7,0.0,1.3,BYE,0.0,0.0,1.9,0.0,2.2,5.0,1.7,4.3,,1.5,22.4
380,Trey Benson   ARI,RB,5,7.5,4.4,5.1,5.4,,,,BYE,,,0.0,,,,,,,4.5,22.4
380,Hunter Luepke   DAL,RB,16,0.0,0.0,0.0,0.6,1.0,6.7,0.3,0.2,0.0,BYE,4.1,0.7,0.0,0.0,3.0,1.4,4.4,1.4,22.4
384,Lucas Havrisik   GB,K,3,,,,,BYE,10.0,11.0,,,,1.0,,,,,,,7.3,22.0
384,Matthew Wright   HOU,K,4,,,,,,5.0,,1.0,,4.0,12.0,,,,,,,5.5,22.0
386,Elijah Arroyo   SEA,TE,13,0.7,3.1,0.0,4.4,1.0,0.6,2.2,BYE,8.9,0.5,0.0,0.5,0.0,0.0,,,,1.7,21.9
387,Jaleel McLaughlin   DEN,RB,7,,,,,,0.0,,,,,7.4,BYE,3.0,3.1,0.4,3.7,4.0,3.1,21.6
387,Lil'Jordan Humphrey   DEN,WR,9,,,,,,5.5,0.0,0.0,,,0.0,BYE,0.0,2.7,10.2,0.9,2.3,2.4,21.6
389,Antonio Gibson   NE,RB,5,0.3,8.8,0.8,8.7,2.6,,,,,,,,,BYE,,,,4.2,21.2
390,Devontez Walker   BAL,WR,10,,14.6,3.4,0.0,0.0,,BYE,,,,0.0,3.0,0.0,,0.0,0.0,0.0,2.1,21.0
391,Hunter Renfrow   CAR,WR,6,1.1,16.8,0.6,1.0,0.7,0.7,,,,,,,,BYE,,,,3.5,20.9
392,Hunter Long   JAC,TE,9,6.6,0.0,1.2,8.3,0.3,1.9,1.6,BYE,0.6,,,,,0.0,,,,2.3,20.5
393,Bo Melton   GB,WR,15,0.0,,0.0,0.0,BYE,0.3,0.0,0.0,0.0,2.8,1.7,0.0,1.5,10.5,0.0,0.0,3.4,1.3,20.2
394,Elijah Moore   DEN,WR,9,1.1,9.7,4.1,0.0,,0.0,,1.4,2.8,0.8,,-0.3,,,,,,2.2,19.6
395,Jaret Patterson   LAC,RB,5,,,,,,,,3.0,4.4,0.1,,BYE,11.4,,,,0.1,3.8,19.0
396,George Holani   SEA,RB,10,0.0,6.0,2.2,0.0,0.0,0.0,0.0,BYE,0.9,9.1,0.6,,,,,,,1.9,18.8
397,Miles Sanders   DAL,RB,4,3.0,7.9,5.3,2.5,,,,,,BYE,,,,,,,,4.7,18.7
398,Luke Farrell   SF,TE,16,0.4,7.5,0.0,0.0,0.8,0.0,1.1,0.0,0.9,7.5,0.0,0.3,0.0,BYE,0.0,0.0,0.0,1.2,18.5
399,Zay Jones   ARI,WR,8,0.4,0.0,2.5,,0.8,7.9,6.7,BYE,0.0,0.0,,,,,,,,2.3,18.3
399,Jordan Whittington   LAR,WR,16,0.5,4.2,1.4,0.7,3.3,2.3,0.9,BYE,0.0,0.0,0.9,1.7,0.0,0.5,0.0,1.9,0.0,1.1,18.3
401,Connor Heyward   PIT,TE,15,0.0,0.6,0.0,0.2,BYE,7.2,0.0,0.0,0.4,0.0,0.3,0.0,,0.2,6.4,0.0,2.6,1.2,17.9
402,Treylon Burks   WAS,WR,7,,,,,,,,,1.4,5.8,,BYE,6.5,0.0,0.0,3.0,1.1,2.5,17.8
403,Jerome Ford   CLE,RB,13,0.5,5.4,1.0,0.3,3.8,3.0,1.0,-0.1,BYE,0.1,0.2,-0.3,1.7,1.0,,,,1.4,17.6
404,Isaiah Hodgins   NYG,WR,6,,,,,,,,,,,5.7,10.2,0.4,BYE,0.4,0.0,0.8,2.9,17.5
405,Raheem Mostert   LV,RB,12,,,,7.3,2.2,-0.4,0.2,BYE,1.4,1.5,1.3,2.0,0.6,0.2,0.2,0.9,,1.5,17.4
405,Ameer Abdullah   IND,RB,12,,,,,6.6,1.6,2.7,0.8,0.5,0.8,BYE,0.0,0.0,0.9,4.7,-1.6,0.4,1.5,17.4
407,Ben Sinnott   WAS,TE,15,0.0,0.7,0.0,0.0,0.0,0.0,0.0,2.2,0.0,6.4,,BYE,0.0,0.8,3.6,0.5,2.9,1.1,17.1
408,Mason Rudolph   PIT,QB,5,,0.5,,,BYE,0.0,,,,,9.0,8.5,-1.0,,,,,3.4,17.0
408,Ben Sauls   NYG,K,2,,,,,,,,,,,,,,BYE,,7.0,10.0,8.5,17.0
410,Jalen McMillan   TB,WR,3,,,,,,,,,BYE,,,,,,3.8,1.6,11.4,5.6,16.8
410,Malachi Corley   CLE,WR,12,,,,,1.1,0.0,1.7,3.1,BYE,3.2,0.9,0.2,0.9,0.2,1.0,4.1,0.4,1.4,16.8
412,Adam Thielen   PIT,WR,15,2.0,2.6,0.0,1.1,0.0,,1.0,0.0,0.0,1.6,0.6,0.0,,0.4,0.7,4.9,1.4,1.1,16.3
412,Kevin Austin Jr.   NO,WR,7,,,0.0,,,,,,,,BYE,0.0,0.0,0.0,3.3,1.8,11.2,2.3,16.3
414,Jimmy Horn Jr.   CAR,WR,12,,,,,3.1,4.7,1.5,0.9,0.8,0.0,0.0,1.1,0.0,BYE,0.7,2.5,0.9,1.3,16.2
415,Mo Alie-Cox   IND,TE,16,2.0,0.8,0.0,0.0,0.0,1.6,0.6,0.0,0.0,0.0,BYE,0.9,0.0,0.0,0.0,1.6,8.0,1.0,15.5
415,Theo Wease Jr.   MIA,WR,2,,,,,,,,,,,,BYE,,,,3.2,12.3,7.8,15.5
415,Savion Williams   GB,WR,12,0.1,2.4,-0.1,2.3,BYE,0.3,0.0,6.9,-0.8,0.2,3.3,0.0,,,,0.9,,1.3,15.5
418,Drew Sample   CIN,TE,16,0.0,0.7,8.0,0.0,-0.1,-0.2,0.0,0.0,0.0,BYE,0.0,0.0,1.7,0.0,1.2,3.1,0.8,1.0,15.2
418,Julian Hill   MIA,TE,13,2.0,0.0,0.4,1.9,2.2,3.1,0.1,,,,1.4,BYE,0.0,0.0,2.5,0.0,1.6,1.2,15.2
418,Rasheen Ali   BAL,RB,14,0.5,0.0,0.0,0.0,0.0,0.0,BYE,0.0,0.0,,1.5,,1.7,1.3,9.2,0.2,0.8,1.1,15.2
418,Konata Mumpfield   LAR,WR,16,0.0,0.0,0.0,0.0,0.0,0.7,6.5,BYE,0.0,0.0,0.0,2.5,0.0,0.5,0.0,4.0,1.0,1.0,15.2
422,Cody White   SEA,WR,9,0.0,,,,,,,BYE,12.0,0.0,0.0,0.0,2.1,0.9,0.0,0.0,,1.7,15.0
422,Ashton Dulin   IND,WR,11,1.5,0.0,0.0,1.8,5.5,0.0,,-0.8,0.0,2.2,BYE,4.8,,,,,0.0,1.4,15.0
422,Jude McAtamney   NYG,K,4,,,,7.0,2.0,4.0,2.0,,,,,,,BYE,,,,3.8,15.0
425,LeQuint Allen Jr.   JAC,RB,16,1.1,1.3,0.9,0.7,0.0,1.2,0.4,BYE,1.1,0.6,3.6,0.2,0.0,0.8,1.6,1.0,0.3,0.9,14.8
425,Noah Gray   KC,TE,15,0.3,0.1,1.7,0.1,0.0,2.5,2.8,2.3,0.0,BYE,0.9,2.5,,1.4,0.0,0.0,0.2,1.0,14.8
427,Marquez Valdes-Scantling   PIT,WR,9,0.0,0.0,0.9,,0.9,2.2,,,,,,,,0.0,7.9,0.6,2.1,1.6,14.6
428,Terrell Jennings   NE,RB,6,,,,,,,1.8,1.5,10.4,0.5,,0.0,0.0,BYE,,,,2.4,14.2
429,Curtis Samuel   BUF,WR,6,,,,0.9,8.6,,BYE,0.0,0.6,2.1,1.9,,,,,,,2.4,14.1
430,Raheim Sanders   CLE,RB,4,6.3,,,,,,,,BYE,,,0.0,,,,4.6,3.1,3.5,14.0
431,Tyler Badie   DEN,RB,15,1.6,2.2,0.0,1.1,1.6,,1.9,0.6,0.6,0.0,0.0,BYE,1.8,2.1,0.1,0.2,0.0,0.9,13.8
432,Kameron Johnson   TB,WR,16,0.0,0.0,0.0,0.0,0.2,12.4,0.0,0.0,BYE,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,13.7
433,Gunner Olszewski   NYG,WR,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.4,0.0,0.0,5.3,-2.0,BYE,,0.0,1.9,0.9,13.6
433,Chris Brooks   GB,RB,16,0.3,2.7,0.0,0.1,BYE,0.1,0.0,0.0,2.4,0.0,0.8,2.6,0.9,0.6,1.6,0.4,1.1,0.9,13.6
435,Dont'e Thornton Jr.   LV,WR,14,4.5,2.0,2.9,0.0,0.0,0.0,0.0,BYE,,0.4,0.0,1.4,1.1,,0.0,0.0,1.2,1.0,13.5
436,Brycen Tremayne   CAR,WR,15,0.0,4.8,1.5,3.6,0.9,0.0,0.0,0.0,0.8,,1.7,0.0,0.0,BYE,0.0,0.0,0.0,0.9,13.3
436,Braelon Allen   NYJ,RB,4,6.9,1.1,4.7,0.6,,,,,BYE,,,,,,,,,3.3,13.3
438,Dare Ogunbowale   HOU,RB,16,0.6,0.0,0.0,0.0,0.0,BYE,0.0,1.7,0.2,0.0,0.9,0.0,0.0,6.5,3.4,-0.1,0.0,0.8,13.2
438,John FitzPatrick   GB,TE,15,0.2,0.0,7.2,0.0,BYE,0.0,0.6,0.4,0.0,0.0,0.5,1.1,0.0,1.4,1.8,0.0,,0.9,13.2
440,Allen Lazard   NYJ,WR,10,,0.0,7.3,0.8,0.3,,1.6,0.5,BYE,,,0.9,1.0,0.0,0.6,,,1.3,13.0
441,Ben Skowronek   PIT,WR,15,8.2,0.0,0.0,0.0,BYE,0.0,0.0,1.3,0.0,0.0,0.0,2.1,0.0,1.3,0.0,0.0,,0.9,12.9
441,Chris Oladokun   KC,QB,2,,,,,,,,,,BYE,,,,,,5.1,7.7,6.4,12.9
443,Josh Reynolds   NYJ,WR,5,1.8,,,0.0,4.9,2.5,2.9,,BYE,,,,,,,,,2.4,12.1
444,Luke Schoonmaker   DAL,TE,16,0.0,0.0,0.5,0.8,0.3,0.8,0.0,2.5,1.4,BYE,0.0,0.0,0.1,1.2,2.9,0.0,1.5,0.8,12.0
444,Brevyn Spann-Ford   DAL,TE,16,0.0,0.3,0.0,0.0,0.0,0.2,0.0,0.9,0.0,BYE,0.4,6.4,0.0,0.7,0.0,0.0,3.1,0.7,12.0
446,Ian Thomas   LV,TE,14,0.0,0.0,0.0,0.0,2.0,0.4,0.0,BYE,0.9,0.0,2.0,3.6,0.8,1.7,,,0.0,0.8,11.4
447,Jahdae Walker   CHI,WR,6,,,,0.0,BYE,,,0.0,0.0,,,,,0.0,,8.1,3.0,1.8,11.1
448,Nate Adkins   DEN,TE,8,,,0.0,0.5,0.0,8.3,2.0,0.0,,,,BYE,,,0.0,0.0,,1.4,10.8
448,Andrew Beck   NYJ,TE,16,0.0,0.0,0.0,0.0,6.1,0.6,0.0,0.9,BYE,0.0,0.0,1.0,0.0,1.7,0.5,0.0,0.0,0.7,10.8
450,Jamari Thrash   CLE,WR,9,0.6,0.5,0.7,0.0,2.2,1.3,2.3,3.1,BYE,0.0,,,,,,,,1.2,10.7
451,Jack Stoll   NO,TE,15,0.0,0.0,8.1,0.7,0.0,0.0,0.0,0.0,0.0,,BYE,0.7,0.0,0.0,0.7,0.4,0.0,0.7,10.6
452,Andy Dalton   CAR,QB,4,,,-0.1,6.3,,,2.2,2.1,,,,,,BYE,,,,2.6,10.5
452,Tylan Wallace   BAL,WR,13,0.0,8.5,0.0,1.4,0.0,0.0,BYE,0.6,0.0,0.0,0.0,0.0,,0.0,0.0,,,0.8,10.5
452,Shedrick Jackson   LV,WR,4,,,,,,,0.0,BYE,,,,,,8.5,0.0,,2.0,2.6,10.5
455,Riley Leonard   IND,QB,4,,,,,,,,0.1,,,BYE,,,11.3,,0.0,-1.0,2.6,10.4
456,Efton Chism III   NE,WR,7,,,,,,0.0,0.0,,0.0,0.0,0.0,,0.0,BYE,,,10.0,1.4,10.0
457,Skyy Moore   SF,WR,16,0.0,0.0,1.0,0.0,0.1,0.0,1.5,0.0,2.1,1.8,0.0,0.0,0.0,BYE,0.0,2.3,1.0,0.6,9.8
458,Adam Prentice   DEN,RB,16,0.4,0.0,0.0,0.4,0.8,0.3,0.0,0.0,0.2,1.3,1.4,BYE,1.4,3.3,-0.1,0.0,0.3,0.6,9.7
458,Kenny Pickett   LV,QB,5,,,,,,,-1.7,BYE,,0.0,,,,8.5,2.3,,0.6,1.9,9.7
458,Tyler Conklin   LAC,TE,9,5.2,0.0,0.0,0.3,3.0,0.0,,0.0,,1.2,,BYE,0.0,,,,,1.1,9.7
458,Brittain Brown   CHI,RB,2,,,,,BYE,,,,9.7,,,,,,0.0,,,4.9,9.7
462,Josh Johnson   WAS,QB,4,,,,,,,,,,0.0,0.0,BYE,,,,0.7,8.9,2.4,9.6
463,Johnny Mundt   JAC,TE,15,0.0,0.0,0.7,0.0,0.7,1.4,0.9,BYE,0.0,2.1,2.5,1.2,0.0,,0.0,0.0,0.0,0.6,9.5
464,Ryan Miller   NYG,WR,13,0.0,8.0,0.0,0.0,0.0,0.0,1.4,0.0,,0.0,0.0,0.0,0.0,0.0,,,,0.7,9.4
464,Casey Washington   ATL,WR,7,3.3,,,1.9,BYE,0.0,1.7,2.5,,0.0,0.0,,,,,,,1.3,9.4
464,Mason Tipton   NO,WR,13,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BYE,3.3,1.9,0.0,0.1,4.1,,0.7,9.4
467,Josh Whyle   GB,TE,7,,,,,BYE,,,,,0.0,6.2,0.1,0.0,2.1,0.0,,0.8,1.3,9.2
468,Will Dissly   LAC,TE,8,1.8,0.7,,,,1.8,0.0,,,,,BYE,,0.1,0.0,2.8,1.9,1.1,9.1
468,Kene Nwangwu   NYJ,RB,9,0.0,,,,,0.0,0.0,,BYE,6.0,0.0,0.0,,0.0,,0.0,3.1,1.0,9.1
468,Tanner Conner   NYG,TE,9,2.0,0.0,1.3,0.0,1.6,0.8,2.8,0.6,0.0,,,,,BYE,,,,1.0,9.1
471,John Bates   WAS,TE,14,0.0,0.0,,,0.9,0.0,0.5,2.2,2.0,0.6,0.0,BYE,0.9,0.0,1.9,0.0,0.0,0.6,9.0
471,Michael Bandy   DEN,WR,4,,,,,,,,,-0.4,0.0,,BYE,,,8.0,,1.4,2.3,9.0
473,Nick Westbrook-Ikhine   MIA,WR,14,0.7,1.8,0.0,0.1,0.0,0.0,1.6,1.8,2.2,0.7,0.0,BYE,0.0,0.0,0.0,,,0.6,8.9
474,Gabe Davis   BUF,WR,5,,,,,,,BYE,,,,4.0,2.2,0.5,2.1,,,0.0,1.8,8.8
475,KeAndre Lambert-Smith   LAC,WR,9,0.0,0.0,,0.0,0.0,0.1,,,0.0,,,BYE,,,7.6,1.0,0.0,1.0,8.7
475,Trevor Etienne   CAR,RB,16,0.4,0.2,-2.0,3.3,2.9,1.7,0.0,1.6,0.0,0.0,0.2,0.0,0.4,BYE,0.0,0.0,0.0,0.5,8.7
475,Drew Ogletree   IND,TE,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BYE,6.8,0.8,0.0,0.0,1.1,,0.6,8.7
478,Najee Harris   LAC,RB,3,1.0,4.8,2.8,,,,,,,,,BYE,,,,,,2.9,8.6
478,Malik Heath   ATL,WR,11,0.0,3.7,0.0,0.9,BYE,0.0,0.0,2.9,1.1,0.0,,0.0,0.0,,,,,0.8,8.6
480,Noah Brown   WAS,WR,4,2.7,0.9,,,,,,,,,,BYE,,1.9,2.8,,,2.1,8.3
481,Austin Ekeler   WAS,RB,3,5.7,2.4,,,,,,,0.0,,,BYE,,,,,,2.7,8.1
482,Max Brosmer   MIN,QB,6,,,1.2,,-0.1,BYE,,0.5,,,,,0.9,,,1.8,3.6,1.3,7.9
