Season,Rank,Player,TACKLE,ASSIST,SACK,TFL,PD,INT,FF,FR,DEF TD,G,FPTS,FPTS/G,ROST
2020,22,Daron Payne (WAS),27,27,3,7,4,1,3,1,0,16,117.5,7.3,1.90%
2020,23,Sheldon Richardson (CLE),35,29,4.5,5,3,0,1,0,0,16,113.7,7.1,1.00%
2020,24,Maxx Crosby (LV),20,19,7,14,1,0,0,1,0,16,113.2,7.1,77.50%
2020,25,Aldon Smith (DAL),31,17,5,5,2,0,0,2,1,16,109,6.8,1.70%
2020,26,David Onyemata (NO),20,24,6.5,10,2,1,0,0,0,15,107.2,7.1,1.50%
2020,27,Ndamukong Suh (TB),27,17,6,9,2,0,1,0,0,16,107.1,6.7,1.10%
2020,28,Cameron Heyward (PIT),30,24,4,7,3,1,0,0,0,15,106.3,7.1,15.40%
2020,29,Fletcher Cox (PHI),28,13,6.5,9,1,0,1,0,0,15,106.2,7.1,1.20%
2020,29,Josh Sweat (PHI),23,13,6,9,2,0,3,0,0,14,106.2,7.6,9.70%
2020,29,Chase Winovich (NE),32,12,5.5,6,2,1,1,0,0,16,106.2,6.6,1.00%
2020,32,Yannick Ngakoue (BAL),23,0,8,7,1,0,4,0,0,15,101.5,6.8,0.60%
2020,33,Sam Hubbard (CIN),33,29,2,5,3,0,1,0,0,13,100.5,7.7,16.50%
2020,34,Zach Sieler (MIA),30,18,3.5,11,0,0,0,0,0,16,100.3,6.3,6.20%
2020,35,Grady Jarrett (ATL),27,25,4,8,0,0,0,1,0,16,99.7,6.2,1.50%
2020,36,Jeffery Simmons (TEN),24,25,3,3,5,0,1,3,0,15,97.9,6.5,64.70%
2020,37,Justin Houston (IND),19,6,8,8,0,0,1,2,0,16,97.3,6.1,1.00%
2020,38,Dre'Mont Jones (DEN),26,15,6.5,7,2,0,0,0,0,13,97.1,7.5,2.70%
2020,39,Akiem Hicks (CHI),30,19,3.5,7,1,0,0,1,0,15,96.7,6.4,1.00%
2020,40,Dexter Lawrence II (NYG),30,23,4,6,2,0,0,0,0,16,96.5,6,12.60%
2020,41,Chris Jones (KC),23,13,7.5,3,4,0,2,0,0,15,96,6.4,11.70%
2020,41,Dalvin Tomlinson (NYG),25,24,3.5,8,4,0,0,0,0,16,96,6,0.90%
2020,43,Jerry Hughes (BUF),19,10,4.5,4,3,1,2,2,1,15,95.7,6.4,2.00%
2020,44,Jonathan Allen (WAS),36,27,2,3,0,0,0,1,0,16,94.1,5.9,6.10%
2020,45,Lawrence Guy Sr. (NE),37,20,2,4,0,0,0,1,0,14,92.8,6.6,1.00%
2020,46,Denico Autry (IND),20,13,7.5,9,0,0,0,0,0,14,92.5,6.6,1.00%
2020,47,Arik Armstead (SF),29,20,3.5,6,3,0,0,0,0,16,92.4,5.8,1.50%
2020,48,Morgan Fox (LAR),21,6,6,8,2,0,1,1,0,15,91.3,6.1,0.60%
2020,49,William Gholston (TB),24,20,3,8,2,0,0,1,0,16,90.6,5.7,0.80%
2020,50,Benson Mayowa (SEA),19,5,6,7,3,0,2,1,0,13,90.3,6.9,1.20%
2019,1,Danielle Hunter (MIN),52,18,14.5,15,0,0,3,1,0,16,203.4,12.7,48.40%
2019,2,Dante Fowler Jr. (LAR),40,18,11.5,16,6,0,2,1,1,16,186.8,11.7,0.90%
2019,3,Cameron Heyward (PIT),51,32,9,11,6,0,1,1,0,16,181.4,11.3,15.40%
2019,4,Joey Bosa (LAC),47,20,11.5,18,0,0,1,0,0,16,180.7,11.3,5.50%
2019,5,Cameron Jordan (NO),37,16,15.5,15,3,0,0,1,0,16,175.8,11,4.50%
2019,6,Aaron Donald (LAR),29,19,12.5,20,2,0,2,1,0,16,173.2,10.8,13.10%
2019,7,Carlos Dunlap II (CIN),39,24,9,13,8,0,2,0,0,14,165.3,11.8,2.00%
2019,8,Maxx Crosby (OAK),35,11,10,16,4,0,4,0,0,16,163.1,10.2,77.50%
2019,9,Yannick Ngakoue (JAC),36,5,8,13,6,1,4,1,1,15,162.4,10.8,0.60%
2019,10,Sam Hubbard (CIN),46,30,8.5,10,3,0,1,0,0,15,159.5,10.6,16.50%
2019,11,DeForest Buckner (SF),33,28,7.5,9,2,0,2,4,1,16,156.2,9.8,21.40%
2019,12,Nick Bosa (SF),32,15,9,16,2,1,1,2,0,16,155.5,9.7,61.80%
2019,13,Justin Houston (IND),33,11,11,13,0,0,2,3,0,16,154.6,9.7,1.00%
2019,14,Grady Jarrett (ATL),38,31,7.5,12,0,0,2,0,0,16,148.5,9.3,1.50%
2019,15,Brandon Graham (PHI),35,15,8.5,15,0,0,1,2,0,16,147.6,9.2,2.40%
2019,15,Arik Armstead (SF),32,22,10,11,2,0,2,1,0,16,147.6,9.2,1.50%
2019,17,Matt Ioannidis (WAS),42,22,8.5,11,1,0,0,0,0,16,143,8.9,1.00%
2019,18,Calais Campbell (JAC),37,19,6.5,10,1,0,2,1,1,16,140.7,8.8,5.40%
2019,19,Melvin Ingram III (LAC),39,9,7,11,5,1,0,1,0,13,137.5,10.6,1.00%
2019,20,Frank Clark (KC),27,10,8,12,4,1,3,1,0,14,137.2,9.8,1.00%
2019,21,Josh Hines-Allen (JAC),31,13,10.5,11,0,0,2,0,0,16,134,8.4,29.20%
2019,22,Jonathan Allen (WAS),46,22,6,7,1,0,0,1,0,15,132.9,8.9,6.10%
2019,23,Kenny Clark (GB),31,31,6,9,1,0,1,0,0,16,122,7.6,1.50%
2019,24,Haason Reddick (ARI),43,33,1,6,6,0,0,1,0,16,121.8,7.6,1.70%
2019,25,DeMarcus Lawrence (DAL),30,15,5,10,2,0,2,2,0,16,120.7,7.5,14.70%
2019,26,Montez Sweat (WAS),31,19,7,8,2,0,2,0,0,16,120.2,7.5,19.30%
2019,27,Shelby Harris (DEN),28,21,6,8,9,0,1,0,0,16,119.6,7.5,1.50%
2019,28,Trey Flowers (DET),33,18,7,8,0,0,2,0,0,15,119.3,8,1.00%
2019,29,Sheldon Richardson (CLE),43,19,3,4,4,0,3,0,0,16,119,7.4,1.00%
2019,30,Everson Griffen (MIN),26,15,8,11,2,1,0,0,0,15,118,7.9,1.50%
2019,31,Jordan Phillips (BUF),25,6,9.5,13,0,0,1,0,0,16,116.7,7.3,0.80%
2019,32,Chris Jones (KC),23,13,9,8,4,0,1,1,0,13,114.5,8.8,11.70%
2019,33,Jadeveon Clowney (SEA),21,10,3,7,3,1,4,2,2,13,114.3,8.8,2.30%
2019,34,Trent Murphy (BUF),24,12,5,9,3,1,2,2,0,16,113.4,7.1,1.00%
2019,35,Larry Ogunjobi (CLE),35,15,5.5,10,1,0,0,0,0,15,112.5,7.5,0.60%
2019,36,Myles Garrett (CLE),20,9,10,11,0,0,2,0,0,10,112.4,11.2,86.80%
2019,37,Lawrence Guy Sr. (NE),35,26,3,5,1,1,0,2,0,16,111.5,7,1.00%
2019,38,Ndamukong Suh (TB),22,19,2.5,7,4,0,0,4,2,16,109.2,6.8,1.10%
2019,38,Javon Hargrave (PIT),35,25,4,7,0,0,1,0,0,16,109.2,6.8,1.80%
2019,40,Bruce Irvin (CAR),22,14,8.5,8,1,0,1,1,0,13,107.3,8.3,1.00%
2019,41,Shaq Lawson (BUF),21,11,6.5,13,2,0,1,0,0,15,105.6,7,0.70%
2019,42,Michael Bennett (DAL),24,8,6.5,14,0,0,0,0,0,15,103.2,6.9,1.00%
2019,43,Jason Pierre-Paul (TB),22,3,8.5,9,2,0,2,0,0,11,102.8,9.3,1.80%
2019,44,Mario Addison (CAR),20,14,9.5,6,0,0,2,0,0,15,101.8,6.8,5.80%
2019,45,Davon Godchaux (MIA),33,42,2,4,1,0,0,0,0,16,100.9,6.3,1.10%
2019,46,Derek Barnett (PHI),25,5,6.5,10,0,0,2,0,0,14,100.5,7.2,0.60%
2019,47,Jurrell Casey (TEN),26,18,5,5,0,0,1,2,0,14,97.2,6.9,0.60%
2019,47,Nick Williams (CHI),24,18,6,5,2,0,0,2,0,16,97.2,6.1,0.00%
2019,49,Derek Wolfe (DEN),23,11,7,8,1,0,1,0,0,12,96.6,8,1.00%
2019,50,Clelin Ferrell (OAK),24,14,4.5,8,5,0,0,1,0,15,96.3,6.4,0.60%
2018,1,Aaron Donald (LAR),41,18,20.5,25,1,0,4,2,0,16,245.5,15.3,13.10%
2018,2,J.J. Watt (HOU),47,14,16,18,4,0,7,0,0,16,224.2,14,3.30%
2018,3,Danielle Hunter (MIN),51,21,14.5,21,0,0,0,1,1,16,213.1,13.3,48.40%
2018,4,Calais Campbell (JAC),53,19,10.5,20,2,0,1,1,0,16,196.9,12.3,5.40%
2018,5,Chris Jones (KC),35,5,15.5,19,5,1,2,0,1,16,192.5,12,11.70%
2018,6,Dee Ford (KC),42,13,13,13,0,0,7,0,0,16,185.5,11.6,1.00%
2018,7,DeForest Buckner (SF),44,23,12,17,3,0,0,1,0,16,182.6,11.4,21.40%
2018,8,Jason Pierre-Paul (TB),48,10,12.5,16,2,0,1,1,0,16,180.8,11.3,1.80%
2018,9,DeMarcus Lawrence (DAL),42,22,10.5,15,1,1,2,1,0,16,177.9,11.1,14.70%
2018,10,Cameron Jordan (NO),35,14,12,18,6,0,1,1,0,16,173.3,10.8,4.50%
2018,11,Jadeveon Clowney (HOU),38,9,9,16,1,0,1,3,1,15,163.5,10.9,2.30%
2018,12,Frank Clark (SEA),33,8,13,10,2,1,3,2,0,16,160.7,10,1.00%
2018,13,Myles Garrett (CLE),35,9,13.5,12,3,0,3,0,0,16,160,10,86.80%
2018,14,Ryan Kerrigan (WAS),30,13,13,11,1,0,3,1,0,16,152.1,9.5,5.60%
2018,15,Akiem Hicks (CHI),41,14,7.5,12,5,0,3,0,0,16,151.7,9.5,1.00%
2018,16,Damon Harrison Sr. (DET),52,29,3.5,9,1,0,2,1,0,17,150.1,8.8,1.00%
2018,17,Haason Reddick (ARI),53,27,4,8,5,0,1,0,0,16,147.7,9.2,1.70%
2018,18,Justin Houston (KC),28,9,9,8,1,1,5,3,0,12,143.4,11.9,1.00%
2018,19,Jarran Reed (SEA),34,16,10.5,12,0,0,0,2,0,16,143.2,9,1.10%
2018,20,Jurrell Casey (TEN),36,26,7,11,0,0,2,1,0,15,141.4,9.4,0.60%
2018,21,Carlos Dunlap II (CIN),31,16,8,8,8,0,2,1,0,16,134.8,8.4,2.00%
2018,22,Trey Flowers (NE),32,25,7.5,9,2,0,3,0,0,15,134.6,9,1.00%
2018,23,Fletcher Cox (PHI),30,10,10.5,12,1,0,1,1,0,16,134.3,8.4,1.20%
2018,24,Jabaal Sheard (IND),37,13,5.5,14,4,0,0,1,0,16,132.6,8.3,1.00%
2018,25,Jonathan Allen (WAS),35,26,8,11,0,0,0,0,0,16,131.9,8.2,6.10%
2018,26,Denico Autry (IND),28,9,9,13,1,0,2,1,0,12,131,10.9,1.00%
2018,27,Cameron Heyward (PIT),29,22,8,10,3,0,1,1,0,16,130,8.1,15.40%
2018,28,Kenny Clark (GB),36,19,6,8,3,0,1,2,0,13,129.1,9.9,1.50%
2018,29,Michael Bennett (PHI),25,9,9,15,1,0,2,0,0,16,127.5,8,1.00%
2018,30,Geno Atkins (CIN),24,21,10,13,0,0,0,0,0,16,124.8,7.8,1.00%
2018,31,Jerry Hughes (BUF),30,7,7,13,1,0,3,0,0,16,124.5,7.8,2.00%
2018,32,Melvin Ingram III (LAC),28,15,7,8,3,1,1,1,0,16,119.2,7.4,1.00%
2018,33,Sheldon Rankins (NO),26,14,8,12,1,0,1,0,0,16,117.2,7.3,1.40%
2018,34,Daron Payne (WAS),35,21,5,6,3,0,1,1,0,16,116.4,7.3,1.90%
2018,35,Grady Jarrett (ATL),27,25,6,8,0,0,3,0,0,14,115.7,8.3,1.50%
2018,36,Allen Bailey (KC),27,11,6,5,0,0,2,4,1,16,115.6,7.2,1.00%
2018,37,Larry Ogunjobi (CLE),33,19,5.5,10,0,0,1,0,0,16,114.9,7.2,0.60%
2018,38,Ndamukong Suh (LAR),36,23,4.5,4,4,0,0,2,0,16,113.5,7.1,1.10%
2018,39,Mario Addison (CAR),20,15,9,11,0,0,2,0,0,16,113,7.1,5.80%
2018,40,Rodney Gunter (ARI),32,12,4.5,11,1,0,2,0,0,16,112.3,7,0.60%
2018,41,Yannick Ngakoue (JAC),25,3,9.5,13,1,0,0,0,0,16,111.8,7,0.60%
2018,42,Benson Mayowa (ARI),31,7,4,11,4,0,1,1,0,15,109.4,7.3,1.20%
2018,43,Sam Hubbard (CIN),27,12,6,7,2,0,1,1,1,16,108.1,6.8,16.50%
2018,44,Romeo Okwara (DET),28,11,7.5,8,1,0,1,0,0,15,106,7.1,1.50%
2018,45,Carl Nassib (TB),22,7,6.5,12,2,0,2,0,0,15,105.5,7,1.00%
2018,46,Javon Hargrave (PIT),32,17,6.5,6,1,0,0,0,0,16,103.7,6.5,1.80%
2018,47,Margus Hunt (IND),22,8,5,13,2,0,1,1,0,15,102.7,6.8,1.00%
2018,47,Leonard Williams (NYJ),27,15,5,11,2,0,0,0,0,16,102.7,6.4,15.00%
2018,49,Brandon Graham (PHI),31,8,4,9,2,0,1,1,0,16,102.2,6.4,2.40%
2018,50,Kawann Short (CAR),29,13,3,12,1,0,1,0,0,14,101.1,7.2,1.00%
2017,1,Cameron Jordan (NO),48,14,13,17,11,1,2,0,1,16,212.7,13.3,4.50%
2017,2,Calais Campbell (JAC),47,20,14.5,14,3,0,3,1,1,16,205.4,12.8,5.40%
2017,3,Joey Bosa (LAC),54,16,12.5,11,1,0,4,1,0,16,192.3,12,5.50%
2017,4,Jadeveon Clowney (HOU),41,18,9.5,21,2,0,2,2,1,16,190.7,11.9,2.30%
2017,5,DeMarcus Lawrence (DAL),35,23,14.5,14,1,0,4,2,0,16,188.5,11.8,14.70%
2017,6,Melvin Ingram III (LAC),43,13,10.5,17,1,0,1,2,1,16,178.6,11.2,1.00%
2017,7,Justin Houston (KC),46,13,9.5,16,5,0,0,1,1,15,174.5,11.6,1.00%
2017,8,Ryan Kerrigan (WAS),34,12,13,15,1,1,3,0,1,16,174.3,10.9,5.60%
2017,9,Jason Pierre-Paul (NYG),48,20,8.5,11,5,0,2,0,0,16,164.3,10.3,1.80%
2017,10,Aaron Donald (LAR),32,9,11,15,1,0,5,1,0,14,162,11.6,13.10%
2017,11,Cameron Heyward (PIT),30,15,12,16,3,0,2,1,0,15,161.1,10.7,15.40%
2017,12,Bruce Irvin (OAK),38,20,8,14,3,0,4,0,0,16,159.8,10,1.00%
2017,13,Brandon Graham (PHI),33,14,9.5,15,2,0,2,1,1,15,156.8,10.5,2.40%
2017,14,Ezekiel Ansah (DET),39,5,12,15,0,0,1,1,0,14,155.9,11.1,1.00%
2017,15,Everson Griffen (MIN),31,14,13,12,1,0,3,0,0,15,152.8,10.2,1.50%
2017,16,Yannick Ngakoue (JAC),24,6,12,10,0,0,6,2,1,16,151.8,9.5,0.60%
2017,17,Akiem Hicks (CHI),39,15,8.5,15,0,0,0,2,0,16,149.6,9.4,1.00%
2017,18,Carlos Dunlap II (CIN),35,11,7.5,12,7,1,1,0,1,16,146.5,9.2,2.00%
2017,19,Trey Flowers (NE),45,17,6.5,8,3,0,2,0,0,14,139.2,9.9,1.00%
2017,20,Jurrell Casey (TEN),41,19,6,12,1,0,1,0,0,16,135.7,8.5,0.60%
2017,21,Mario Addison (CAR),27,17,11,10,1,0,2,0,0,16,132.1,8.3,5.80%
2017,22,Malik Jackson (JAC),31,9,8,10,3,0,4,0,0,16,131,8.2,1.00%
2017,23,Damon Harrison Sr. (NYG),51,25,1.5,7,3,1,0,0,0,16,128.7,8,1.00%
2017,24,Julius Peppers (CAR),21,12,11,10,0,0,2,2,0,16,125.6,7.9,0.10%
2017,25,Danielle Hunter (MIN),27,18,7,12,2,0,1,1,0,16,123.3,7.7,48.40%
2017,26,Jabaal Sheard (IND),37,15,5.5,8,3,0,2,0,0,16,121.6,7.6,1.00%
2017,27,Grady Jarrett (ATL),34,21,4,15,0,0,0,0,0,16,120.7,7.5,1.50%
2017,28,Michael Bennett (SEA),25,15,8.5,14,1,0,0,0,0,16,119.7,7.5,1.00%
2017,29,Kawann Short (CAR),27,22,7.5,7,1,0,2,1,0,16,118.3,7.4,1.00%
2017,30,Gerald McCoy (TB),33,14,6,13,1,0,0,0,0,15,118.2,7.9,1.00%
2017,31,Geno Atkins (CIN),29,17,9,10,0,0,0,0,0,16,117.6,7.4,1.00%
2017,32,Anthony Zettel (DET),31,12,6.5,11,0,0,1,1,0,16,117.4,7.3,1.00%
2017,33,DeForest Buckner (SF),45,16,3,5,5,0,1,0,0,16,115.8,7.2,21.40%
2017,34,Michael Brockers (LAR),39,16,4.5,8,4,0,0,0,0,16,114.8,7.2,1.00%
2017,35,Frank Clark (SEA),19,13,9,10,2,0,2,1,0,16,114.6,7.2,1.00%
2017,36,Michael Johnson (CIN),35,14,5,11,1,0,0,0,0,15,112.3,7.5,0.00%
2017,37,Linval Joseph (MIN),40,28,3.5,5,0,0,0,1,0,16,111.9,7,0.80%
2017,38,Chris Jones (KC),22,10,6.5,5,7,1,4,0,0,16,110.8,6.9,11.70%
2017,39,Ndamukong Suh (MIA),29,19,4.5,9,2,0,2,0,0,16,109.6,6.9,1.10%
2017,40,Kenny Clark (GB),32,23,4.5,6,1,0,2,0,0,15,108.3,7.2,1.50%
2017,41,Mike Daniels (GB),34,15,5,8,0,0,1,0,0,14,106.4,7.6,1.00%
2017,42,Jerry Hughes (BUF),28,16,4,12,0,0,1,0,0,16,104.3,6.5,2.00%
2017,43,Adrian Clayborn (ATL),17,4,9.5,6,0,0,2,2,1,16,103.7,6.5,6.80%
2017,44,Olivier Vernon (NYG),23,14,6.5,6,1,1,2,0,0,12,100.9,8.4,3.50%
2017,45,Dante Fowler Jr. (JAC),18,3,8,7,0,0,2,2,1,16,100.8,6.3,0.90%
2017,46,A'Shawn Robinson (DET),32,21,0.5,4,6,1,1,0,1,16,100.1,6.3,2.70%
2017,47,Myles Garrett (CLE),19,12,7,9,1,0,1,1,0,11,97.7,8.9,86.80%
2017,48,Denico Autry (OAK),23,13,5,9,7,0,0,0,0,16,97.5,6.1,1.00%
2017,48,Solomon Thomas (SF),34,7,3,10,0,0,0,1,0,14,97.5,7,0.70%
2017,50,Alex Okafor (NO),27,16,4.5,5,4,0,2,0,0,10,97.3,9.7,1.00%
2016,1,Calais Campbell (ARI),34,19,8,12,6,1,2,3,1,16,167.5,10.5,5.40%
2016,2,Olivier Vernon (NYG),46,18,8.5,17,0,0,1,1,0,16,167.4,10.5,3.50%
2016,3,Melvin Ingram III (LAC),46,14,8,10,5,0,4,0,0,16,160.4,10,1.00%
2016,4,Cameron Jordan (NO),40,18,7.5,17,6,0,1,0,0,16,159.3,10,4.50%
2016,5,Danielle Hunter (MIN),32,22,12.5,11,1,0,1,1,1,16,157.8,9.9,48.40%
2016,6,Bruce Irvin (OAK),47,10,7,9,1,0,6,0,0,16,154.3,9.6,1.00%
2016,7,Aaron Donald (LAR),36,11,8,17,5,0,2,0,0,16,152.6,9.5,13.10%
2016,8,Brandon Graham (PHI),41,18,5.5,14,1,0,2,1,0,16,145.8,9.1,2.40%
2016,8,Jason Pierre-Paul (NYG),35,18,7,7,8,0,3,1,1,12,145.8,12.1,1.80%
2016,10,Everson Griffen (MIN),36,12,8,9,1,0,2,3,1,16,145.3,9.1,1.50%
2016,11,Ndamukong Suh (MIA),40,32,5,11,6,0,0,1,0,16,144.8,9,1.10%
2016,12,Carlos Dunlap II (CIN),30,19,8,7,15,0,3,0,0,16,143.4,9,2.00%
2016,13,Leonard Williams (NYJ),36,32,7,11,0,0,2,0,0,16,141.9,8.9,15.00%
2016,14,Joey Bosa (LAC),29,12,10.5,17,0,0,1,0,0,12,141.4,11.8,5.50%
2016,15,Jadeveon Clowney (HOU),40,12,6,16,2,0,1,0,0,14,140.4,10,2.30%
2016,16,Akiem Hicks (CHI),36,18,7,11,2,0,2,1,0,16,138.4,8.7,1.00%
2016,17,DeForest Buckner (SF),43,30,6,7,1,0,0,2,0,15,138.3,9.2,21.40%
2016,18,Ryan Kerrigan (WAS),26,7,11,15,2,0,2,0,0,16,136.9,8.6,5.60%
2016,19,Damon Harrison Sr. (NYG),55,31,2.5,6,1,0,1,0,0,16,136.7,8.5,1.00%
2016,20,Cliff Avril (SEA),20,19,11.5,8,3,0,5,0,0,16,135.2,8.5,0.10%
2016,21,Trent Murphy (WAS),28,18,9,10,1,0,3,1,0,16,134.3,8.4,1.00%
2016,22,Frank Clark (SEA),25,22,10,11,0,0,2,1,0,15,133.9,8.9,1.00%
2016,23,Sheldon Richardson (NYJ),38,24,1.5,13,2,0,1,2,0,15,128.9,8.6,1.00%
2016,24,Kyle Williams (BUF),42,22,5,11,0,0,0,0,0,15,127.5,8.5,3.70%
2016,25,Kawann Short (CAR),30,25,6,12,3,0,1,0,0,16,126.6,7.9,1.00%
2016,26,Linval Joseph (MIN),37,40,4,5,0,0,3,0,0,16,126.5,7.9,0.80%
2016,27,Dee Ford (KC),25,13,10,12,2,0,1,0,0,15,124.5,8.3,1.00%
2016,28,Muhammad Wilkerson (NYJ),33,25,4.5,10,3,0,1,0,0,15,120.1,8,0.00%
2016,29,Mario Addison (CAR),22,4,9.5,11,1,0,2,1,0,14,115.1,8.2,5.80%
2016,30,Fletcher Cox (PHI),27,16,6.5,9,2,0,1,1,0,16,112.2,7,1.20%
2016,31,Jerry Hughes (BUF),31,17,6,8,3,0,1,0,0,16,112.1,7,2.00%
2016,32,Malik Jackson (JAC),28,5,6.5,11,4,0,0,1,0,16,109.5,6.8,1.00%
2016,32,Kerry Hyder Jr. (DET),23,13,8,11,1,0,0,1,0,16,109.5,6.8,1.00%
2016,34,Gerald McCoy (TB),26,8,7,5,5,0,2,2,0,15,109.4,7.3,1.00%
2016,35,Andre Branch (MIA),27,22,5.5,8,1,0,2,0,0,16,108.9,6.8,0.00%
2016,35,Trey Flowers (NE),23,22,7,8,1,0,0,2,0,16,108.9,6.8,1.00%
2016,37,Geno Atkins (CIN),21,11,9,13,0,0,0,0,0,16,108.6,6.8,1.00%
2016,38,Emmanuel Ogbah (CLE),28,25,5.5,8,3,0,0,0,0,16,107.5,6.7,1.10%
2016,39,William Gholston (TB),37,12,3,9,0,0,1,1,0,14,107.3,7.7,0.80%
2016,40,Derek Wolfe (DEN),38,13,5.5,4,4,0,0,0,0,14,105.1,7.5,1.00%
2016,41,Jurrell Casey (TEN),31,13,5,8,5,0,0,0,0,15,104.1,6.9,0.60%
2016,42,Yannick Ngakoue (JAC),20,3,8,6,2,1,4,0,0,16,103.4,6.5,0.60%
2016,43,Jared Crick (DEN),32,21,3,4,6,0,2,0,0,16,103.2,6.4,0.00%
2016,44,Nick Fairley (NO),29,14,6.5,9,0,0,0,0,0,16,102.9,6.4,0.00%
2016,45,William Hayes (LAR),31,12,5,10,0,0,0,0,0,14,100.7,7.2,2.00%
2016,46,Chris Baker (WAS),29,18,3.5,7,2,0,2,0,0,16,99.8,6.2,0.00%
2016,47,Stephon Tuitt (PIT),29,9,4,8,3,0,2,0,0,14,99.1,7.1,0.60%
2016,48,Michael Bennett (SEA),24,10,5,14,0,0,0,0,0,11,98.7,9,1.00%
2016,49,Brian Robison (MIN),18,10,7.5,7,1,0,3,0,0,16,95.9,6,0.00%
2016,50,Michael Johnson (CIN),32,13,3.5,6,3,0,0,0,0,16,91.6,5.7,0.00%
2015,1,J.J. Watt (HOU),57,19,17.5,29,8,0,3,1,0,16,270.5,16.9,3.30%
2015,2,Aaron Donald (LAR),44,25,11,22,1,0,0,1,0,16,193.2,12.1,13.10%
2015,3,Melvin Ingram III (LAC),52,13,10.5,14,6,0,3,1,0,16,189.9,11.9,1.00%
2015,4,Ezekiel Ansah (DET),39,8,14.5,15,1,0,4,2,0,16,185.9,11.6,1.00%
2015,5,Fletcher Cox (PHI),50,21,9.5,11,2,0,3,2,0,16,179.7,11.2,1.20%
2015,6,Kawann Short (CAR),36,19,11,16,4,0,3,2,0,16,178.5,11.2,1.00%
2015,7,Carlos Dunlap II (CIN),37,18,13.5,16,1,0,2,1,0,16,176.8,11.1,2.00%
2015,8,Muhammad Wilkerson (NYJ),39,25,12,11,7,0,2,0,0,16,171.5,10.7,0.00%
2015,9,Michael Bennett (SEA),33,19,10,18,0,0,2,0,0,16,157.3,9.8,1.00%
2015,10,Cameron Jordan (NO),32,13,10,15,5,0,1,2,0,16,155.1,9.7,4.50%
2015,11,Olivier Vernon (MIA),41,20,7.5,18,0,0,0,0,0,16,151.7,9.5,3.50%
2015,12,Ndamukong Suh (MIA),39,22,6,17,5,0,0,0,0,16,149.3,9.3,1.10%
2015,13,Calais Campbell (ARI),46,15,5,16,3,0,0,1,0,16,149.1,9.3,5.40%
2015,14,Everson Griffen (MIN),34,10,10.5,14,4,0,1,0,0,15,145.8,9.7,1.50%
2015,15,Geno Atkins (CIN),31,11,11,17,0,0,1,0,0,16,145.4,9.1,1.00%
2015,16,Cameron Heyward (PIT),39,15,7,15,2,0,1,0,0,16,142.6,8.9,15.40%
2015,17,Cliff Avril (SEA),31,16,9,11,7,0,2,0,0,16,140.9,8.8,0.10%
2015,18,DeMarcus Lawrence (DAL),35,20,8,14,0,0,1,0,0,16,138.9,8.7,14.70%
2015,19,Connor Barwin (PHI),44,10,7,9,7,0,1,0,0,16,138.8,8.7,0.00%
2015,20,Ryan Kerrigan (WAS),33,9,9.5,12,3,0,2,0,0,16,137.1,8.6,5.60%
2015,21,Brandon Graham (PHI),39,12,6.5,11,1,0,3,0,0,16,134.8,8.4,2.40%
2015,22,Robert Ayers (NYG),31,10,9.5,11,4,0,2,0,0,12,133.8,11.2,0.00%
2015,23,Jaye Howard (KC),36,21,5.5,11,0,0,1,2,0,16,131.7,8.2,0.00%
2015,24,William Hayes (LAR),36,17,5.5,12,0,0,2,0,0,16,131.1,8.2,2.00%
2015,25,Chris Baker (WAS),26,27,6,10,1,0,3,2,0,16,130.1,8.1,0.00%
2015,26,Jurrell Casey (TEN),34,20,7,11,3,0,0,0,0,16,126.3,7.9,0.60%
2015,27,Jerry Hughes (BUF),37,15,5,8,4,0,2,1,0,16,125.1,7.8,2.00%
2015,28,William Gholston (TB),47,20,3,8,2,0,1,0,0,16,124.7,7.8,0.80%
2015,29,Rob Ninkovich (NE),33,19,6.5,6,7,0,1,1,0,16,123.7,7.7,0.00%
2015,30,Justin Houston (KC),25,5,7.5,9,6,2,1,0,1,11,122.9,11.2,1.00%
2015,31,Stephon Tuitt (PIT),39,15,6.5,8,1,1,0,0,0,14,122.6,8.8,0.60%
2015,32,Jabaal Sheard (NE),28,9,8,9,2,0,4,0,0,13,122.5,9.4,1.00%
2015,33,Julius Peppers (GB),25,12,10.5,9,0,0,2,0,0,16,119.3,7.5,0.10%
2015,34,Malik Jackson (DEN),34,11,5,8,7,0,0,2,0,16,118,7.4,1.00%
2015,35,Derek Wolfe (DEN),35,14,5.5,9,1,0,0,0,0,12,109.1,9.1,1.00%
2015,36,Michael Johnson (CIN),29,13,5,6,2,0,3,1,0,16,107.6,6.7,0.00%
2015,37,Brian Robison (MIN),30,4,5,8,3,0,1,2,0,16,104.7,6.5,0.00%
2015,38,Brandon Williams (BAL),35,18,2,9,2,0,1,0,0,16,103.9,6.5,1.00%
2015,39,Kendall Langford (IND),23,15,7,10,3,0,0,0,0,16,103.7,6.5,0.00%
2015,40,Devin Taylor (DET),28,7,7,9,1,0,1,0,0,15,103.5,6.9,0.00%
2015,41,Mike Daniels (GB),27,22,4,7,2,1,1,0,0,16,102.8,6.4,1.00%
2015,42,Damon Harrison Sr. (NYJ),39,33,0.5,5,0,0,1,0,0,16,102.2,6.4,1.00%
2015,43,Jadeveon Clowney (HOU),27,13,4.5,8,6,0,1,0,0,13,101.7,7.8,2.30%
