Season,Rank,Player,TACKLE,ASSIST,SACK,TFL,PD,INT,FF,FR,DEF TD,G,FPTS,FPTS/G,ROST
2025,1,Myles Garrett (CLE),43,17,23,33,1,0,3,0,0,17,265.5,15.6,86.10%
2025,2,Brian Burns (NYG),39,28,16.5,22,7,0,3,1,0,17,227.4,13.4,65.30%
2025,3,Maxx Crosby (LV),45,28,10,28,6,1,2,0,0,15,220.9,14.7,77.80%
2025,4,Will Anderson Jr. (HOU),35,19,12,20,3,0,3,2,1,17,195.5,11.5,66.40%
2025,5,Aidan Hutchinson (DET),36,18,14.5,14,3,1,4,1,0,17,190.3,11.2,71.70%
2025,6,Jeffery Simmons (TEN),39,28,11,17,3,0,3,0,0,15,183.1,12.2,66.30%
2025,7,Danielle Hunter (HOU),28,26,15,15,3,0,3,1,0,17,179.8,10.6,49.00%
2025,8,Byron Young (LAR),45,37,12,12,0,0,1,0,0,17,177.7,10.5,36.50%
2025,9,Tuli Tuipulotu (LAC),33,12,13,20,3,0,2,1,0,16,177.4,11.1,39.70%
2025,10,Montez Sweat (CHI),36,17,10,13,5,0,3,1,0,17,163.1,9.6,19.90%
2025,11,Nik Bonitto (DEN),31,15,14,14,1,0,2,0,0,17,158.7,9.3,45.10%
2025,12,Cameron Jordan (NO),32,15,10.5,15,2,0,2,1,0,17,154.1,9.1,4.60%
2025,13,Jared Verse (LAR),35,24,7.5,11,1,0,3,0,0,17,148,8.7,46.60%
2025,14,Dallas Turner (MIN),27,35,8,11,3,0,4,0,0,17,147.3,8.7,30.40%
2025,15,DeMarcus Lawrence (SEA),24,29,6,11,1,0,3,3,2,16,147.1,9.2,14.70%
2025,16,Jalen Redmond (MIN),33,29,6,12,5,0,1,2,0,17,145.2,8.5,12.30%
2025,17,Chase Young (NO),22,16,10,11,4,0,2,3,1,12,144.8,12.1,17.60%
2025,18,Laiatu Latu (IND),27,18,8.5,12,5,3,1,0,0,16,144.7,9,18.50%
2025,19,Josh Sweat (ARI),20,10,12,13,2,0,4,1,0,17,141.5,8.3,9.50%
2025,20,Cameron Heyward (PIT),38,40,3.5,9,6,0,1,0,0,17,137,8.1,17.00%
2025,21,Jordan Davis (PHI),34,38,4.5,9,6,0,0,0,0,17,135.4,8,10.60%
2025,22,Carl Granderson (NO),35,22,6,11,4,1,0,0,0,17,132,7.8,19.90%
2025,23,Jadeveon Clowney (DAL),24,17,8.5,12,4,0,1,2,0,13,131.1,10.1,2.40%
2025,24,Derrick Brown (CAR),33,40,5,5,7,0,1,0,0,17,127,7.5,18.40%
2025,25,Yaya Diaby (TB),29,21,7,13,1,0,1,0,0,17,125.6,7.4,11.60%
2025,26,Josh Hines-Allen (JAC),28,21,8,12,3,0,0,0,0,17,124.7,7.3,29.70%
2025,27,Leonard Williams (SEA),33,29,7,9,1,0,0,0,0,17,123.5,7.3,16.90%
2025,28,Kobie Turner (LAR),24,23,7,9,3,1,0,1,0,17,117.5,6.9,10.60%
2025,29,Jaelan Phillips (PHI),29,24,5,7,4,0,1,2,0,17,117.4,6.9,12.00%
2025,30,James Pearce Jr. (ATL),17,9,10.5,10,5,0,1,1,0,17,115,6.8,5.10%
2025,31,Quinnen Williams (DAL),26,27,2.5,10,1,1,3,0,0,15,113.3,7.6,21.80%
2025,32,K'Lavon Chaisson (NE),18,13,7.5,10,2,0,2,1,1,16,113.1,7.1,2.30%
2025,32,Jonathon Cooper (DEN),23,27,8,8,4,0,0,0,0,17,113.1,6.7,6.40%
2025,34,George Karlaftis III (KC),25,23,6,10,2,0,0,1,0,16,111.1,6.9,8.90%
2025,35,Zach Sieler (MIA),29,18,5.5,10,1,0,0,1,0,17,109.9,6.5,7.60%
2025,36,Byron Murphy II (SEA),22,40,7,7,0,0,0,0,0,17,108.9,6.4,8.80%
2025,37,Jonathan Allen (MIN),29,39,3.5,7,0,0,0,1,0,17,108.6,6.4,6.20%
2025,38,Myles Murphy (CIN),28,24,5.5,6,3,0,0,1,0,17,105.9,6.2,2.60%
2025,39,Travis Jones (BAL),20,27,5,9,2,0,1,1,0,16,104.2,6.5,2.30%
2025,40,Greg Rousseau (BUF),24,22,7,6,2,0,1,0,0,16,102.9,6.4,19.80%
2025,41,Tommy Togiai (HOU),27,32,1.5,6,4,0,0,1,1,15,101.9,6.8,4.50%
2025,42,Dre'Mont Jones (BAL),19,24,7,7,1,0,0,2,0,18,101.7,5.7,2.70%
2025,43,Calais Campbell (ARI),23,20,6.5,9,2,0,0,0,0,17,101.4,6,5.50%
2025,44,Abdul Carter (NYG),25,18,4,7,0,0,2,2,0,17,100.8,5.9,30.30%
2025,45,Joey Bosa (BUF),17,12,5,9,2,0,5,0,0,15,100.3,6.7,5.50%
2025,46,Jonah Laulu (LV),24,27,4,8,5,0,0,0,0,17,100.2,5.9,1.80%
2025,47,B.J. Hill (CIN),29,37,4,5,0,0,0,0,0,17,100.1,5.9,1.70%
2025,47,Will McDonald IV (NYJ),19,11,8,10,0,0,0,0,0,15,100.1,6.7,6.80%
2025,49,Keeanu Benton (PIT),25,26,5.5,6,1,0,1,0,0,17,99.9,5.9,1.70%
2025,50,Alex Wright (CLE),21,14,5.5,12,1,0,1,0,0,14,99.8,7.1,3.70%
2024,1,Trey Hendrickson (CIN),33,13,17.5,19,6,0,2,0,0,17,194.1,11.4,33.70%
2024,2,Myles Garrett (CLE),40,7,14,22,1,0,3,1,0,17,194,11.4,86.80%
2024,3,Nik Bonitto (DEN),33,15,13.5,16,4,1,2,1,2,17,190,11.2,44.60%
2024,4,Jonathan Greenard (MIN),41,18,12,18,3,0,4,0,0,17,189,11.1,18.70%
2024,5,Brian Burns (NYG),42,29,8.5,17,8,0,2,0,0,17,181.7,10.7,65.30%
2024,6,Leonard Williams (SEA),37,27,11,16,3,1,0,0,1,16,175.8,11,15.00%
2024,7,Travon Walker (JAC),31,30,10.5,13,1,0,2,1,1,17,163.7,9.6,15.80%
2024,8,Greg Rousseau (BUF),36,17,8,16,3,0,3,1,0,16,159.6,10,18.90%
2024,9,Cameron Heyward (PIT),35,36,8,12,11,0,0,0,0,17,158.3,9.3,15.40%
2024,10,Jeffery Simmons (TEN),41,35,5,11,4,0,2,2,0,16,157.6,9.9,64.70%
2024,11,Danielle Hunter (HOU),31,15,12,17,3,0,1,0,0,17,157,9.2,48.40%
2024,12,Nick Bosa (SF),33,19,9,15,1,1,1,1,0,14,152.2,10.9,61.80%
2024,13,Zach Sieler (MIA),28,27,10,13,2,1,1,1,0,15,151.3,10.1,6.20%
2024,14,Dante Fowler Jr. (WAS),25,14,10.5,14,1,1,2,0,1,17,145.8,8.6,0.90%
2024,15,Kobie Turner (LAR),35,27,8,10,4,0,1,1,0,17,144.2,8.5,10.60%
2024,16,Jonathon Cooper (DEN),33,25,10.5,11,1,0,1,0,0,17,143.8,8.5,4.70%
2024,17,Zach Allen (DEN),32,29,8.5,15,1,0,0,0,0,16,143.2,9,10.40%
2024,18,Will Anderson Jr. (HOU),27,10,11,16,2,0,1,1,0,14,143.1,10.2,66.00%
2024,19,Jared Verse (LAR),36,30,4.5,11,2,0,2,2,0,17,141.6,8.3,46.60%
2024,20,A'Shawn Robinson (CAR),43,37,5.5,8,1,0,1,0,0,16,140.1,8.8,2.70%
2024,21,Byron Young (LAR),34,28,7.5,12,1,0,1,0,0,17,137.9,8.1,36.40%
2024,22,Maxx Crosby (LV),28,17,7.5,17,5,0,0,0,0,12,135.1,11.3,77.50%
2024,23,Grover Stewart (IND),29,45,3.5,10,3,0,1,1,0,17,129,7.6,2.10%
2024,24,Yaya Diaby (TB),39,15,4.5,13,0,0,1,1,0,17,128.8,7.6,11.20%
2024,25,Carl Granderson (NO),36,25,5.5,9,4,0,1,0,0,17,127.7,7.5,19.90%
2024,26,Calais Campbell (MIA),35,17,5,12,5,0,1,0,0,17,127.1,7.5,5.40%
2024,27,Braden Fiske (LAR),20,24,8.5,10,0,0,2,2,0,17,123.3,7.3,1.30%
2024,28,Adam Butler (LV),36,29,5,8,2,0,1,0,0,17,123.1,7.2,2.30%
2024,29,Josh Hines-Allen (JAC),26,19,8,10,2,0,1,1,0,16,121.7,7.6,29.20%
2024,30,Will McDonald IV (NYJ),18,10,10.5,11,3,0,2,1,0,17,120.7,7.1,6.80%
2024,31,Keion White (NE),31,25,5,7,5,0,2,0,0,17,118.5,7,0.80%
2024,32,Arden Key (TEN),24,18,6.5,11,1,0,2,1,0,16,116.9,7.3,1.10%
2024,33,Chauncey Golston (DAL),30,26,5.5,5,5,1,0,1,0,17,115.8,6.8,0.60%
2024,34,Jalen Carter (PHI),25,17,4.5,12,6,0,2,0,0,16,115.7,7.2,20.10%
2024,35,Kwity Paye (IND),29,12,8,10,1,0,1,0,0,15,115.3,7.7,1.30%
2024,36,Odafe Oweh (BAL),25,14,10,9,0,0,1,0,0,17,115,6.8,6.90%
2024,37,Tuli Tuipulotu (LAC),22,16,8.5,11,2,0,1,0,0,17,113.8,6.7,39.60%
2024,38,Dexter Lawrence II (NYG),23,21,9,8,1,0,1,0,0,12,112.1,9.3,12.60%
2024,39,Emmanuel Ogbah (MIA),27,22,5,9,2,1,1,0,0,16,112,7,1.10%
2024,40,DeForest Buckner (IND),24,37,6.5,8,1,0,0,0,0,12,111.6,9.3,21.40%
2024,41,Josh Sweat (PHI),27,14,8,9,2,0,0,0,0,16,108.6,6.8,9.70%
2024,42,Derick Hall (SEA),20,16,8,6,0,0,2,1,1,17,107.5,6.3,1.90%
2024,43,Nnamdi Madubuike (BAL),21,22,6.5,11,1,0,1,0,0,17,107.3,6.3,11.40%
2024,44,Vita Vea (TB),27,15,7,10,1,0,0,0,0,16,106.7,6.7,2.20%
2024,45,Nolan Smith Jr. (PHI),20,19,6.5,8,2,0,1,2,0,16,105.8,6.6,7.40%
2024,46,George Karlaftis III (KC),21,14,8,9,5,0,0,0,0,16,104.6,6.5,8.80%
2024,47,Jadeveon Clowney (CAR),24,22,5.5,9,4,0,0,0,0,14,103.5,7.4,2.30%
2024,48,Calijah Kancey (TB),22,6,7.5,11,0,0,1,1,0,12,103.2,8.6,11.70%
2024,49,A.J. Epenesa (BUF),23,16,6,8,2,0,2,0,0,17,101.9,6,1.00%
2024,50,Boye Mafe (SEA),25,15,6,8,3,0,1,0,0,15,101.6,6.8,12.10%
2023,1,Danielle Hunter (MIN),54,29,16.5,23,2,0,4,0,0,17,245.8,14.5,48.40%
2023,2,Maxx Crosby (LV),55,35,14.5,23,2,0,2,1,0,17,239.8,14.1,77.50%
2023,3,Josh Hines-Allen (JAC),43,23,17.5,17,1,1,2,0,0,17,209.1,12.3,29.20%
2023,4,DeForest Buckner (IND),45,36,8,11,7,0,2,1,1,17,183.1,10.8,21.40%
2023,5,Aidan Hutchinson (DET),36,15,11.5,14,7,1,3,2,0,17,182.1,10.7,71.60%
2023,6,Trey Hendrickson (CIN),28,15,17.5,16,3,0,3,0,0,17,180,10.6,33.70%
2023,7,Myles Garrett (CLE),33,9,14,17,3,0,4,1,0,16,179.4,11.2,86.80%
2023,8,Montez Sweat (CHI),38,19,12.5,14,4,0,3,0,0,17,174.5,10.3,19.30%
2023,9,Carl Granderson (NO),44,34,8.5,14,1,0,1,1,0,17,170.5,10,19.90%
2023,10,Zach Sieler (MIA),32,31,10,11,4,1,1,2,1,17,168.5,9.9,6.20%
2023,11,Nick Bosa (SF),34,19,10.5,16,4,0,2,1,0,17,165.6,9.7,61.80%
2023,12,Jonathon Cooper (DEN),43,27,8.5,8,2,1,1,2,1,17,165.2,9.7,4.70%
2023,13,Nnamdi Madubuike (BAL),38,18,13,12,0,0,2,0,0,17,160.8,9.5,11.40%
2023,13,Jonathan Greenard (HOU),36,16,12.5,15,2,0,1,0,0,14,160.8,11.5,18.70%
2023,15,Derrick Brown (CAR),57,46,2,7,6,1,0,0,0,17,160.1,9.4,18.20%
2023,16,Christian Barmore (NE),39,25,8.5,13,6,0,1,0,0,17,157.2,9.2,1.20%
2023,17,Jermaine Johnson II (NYJ),36,19,7.5,11,7,1,1,1,1,17,155.6,9.2,2.80%
2023,18,Kayvon Thibodeaux (NYG),26,24,11.5,12,4,0,3,1,0,17,155.3,9.1,10.00%
2023,19,Christian Wilkins (MIA),36,27,9,10,2,0,1,2,0,17,150.5,8.9,0.70%
2023,20,Denico Autry (TEN),30,20,11.5,12,4,0,2,0,0,17,150.2,8.8,1.00%
2023,21,Ed Oliver (BUF),34,17,9.5,14,3,1,0,0,0,16,146.5,9.2,12.50%
2023,22,Boye Mafe (SEA),35,17,9,9,6,0,1,2,0,16,145.2,9.1,12.10%
2023,23,Brian Burns (CAR),32,18,8,16,2,0,1,1,0,16,144.8,9,65.30%
2023,24,Quinnen Williams (NYJ),39,23,5.5,11,3,1,1,1,0,17,143.3,8.4,20.40%
2023,25,Byron Young (LAR),41,19,8,8,0,0,2,1,0,17,140.1,8.2,36.40%
2023,26,Michael Hoecht (LAR),43,34,6,7,2,0,1,0,0,17,138.9,8.2,0.80%
2023,27,DJ Wonnum (MIN),32,28,8,7,6,0,0,1,1,15,137.8,9.2,2.30%
2023,28,Aaron Donald (LAR),28,25,8,16,3,0,0,0,0,16,137.4,8.6,13.10%
2023,29,Daron Payne (WAS),32,21,4,13,4,0,2,2,0,17,134.5,7.9,1.90%
2023,30,Haason Reddick (PHI),29,9,11,13,1,0,1,0,0,17,132.6,7.8,1.70%
2023,30,Kwity Paye (IND),31,21,8.5,8,0,0,2,2,0,16,132.6,8.3,1.30%
2023,32,Travon Walker (JAC),27,25,10,10,2,0,0,1,0,17,131.7,7.7,15.80%
2023,33,Jadeveon Clowney (BAL),24,19,9.5,9,5,0,2,1,0,17,130.7,7.7,2.30%
2023,34,Calais Campbell (ATL),32,24,6.5,10,1,0,1,1,0,17,126.7,7.5,5.40%
2023,35,George Karlaftis III (KC),29,18,10.5,7,3,0,1,0,0,16,125.4,7.8,8.80%
2023,36,Leonard Williams (SEA),37,25,5.5,10,2,0,0,0,0,18,124.7,6.9,15.00%
2023,37,Kobie Turner (LAR),29,28,9,8,2,0,0,0,0,17,124,7.3,10.60%
2023,38,Harrison Phillips (MIN),44,48,3,2,2,0,0,0,0,17,122.3,7.2,1.30%
2023,39,Sam Hubbard (CIN),38,20,6,7,0,0,0,2,0,15,121.7,8.1,16.50%
2023,40,Greg Rousseau (BUF),30,12,5,13,4,0,1,1,0,16,120.8,7.5,18.90%
2023,41,Yaya Diaby (TB),25,13,7.5,12,0,0,1,2,0,16,119.5,7.5,11.20%
2023,42,Tuli Tuipulotu (LAC),37,16,4.5,8,1,0,2,1,0,17,119.3,7,39.60%
2023,43,Dayo Odeyingbo (IND),22,16,8,9,2,0,2,2,0,16,118.8,7.4,1.20%
2023,44,Malcolm Koonce (LV),29,11,8,9,0,0,3,0,0,17,118.4,7,1.00%
2023,45,Chris Jones (KC),20,10,10.5,13,4,0,0,0,0,16,118.3,7.4,11.70%
2023,46,Jarran Reed (SEA),27,27,7,7,2,0,1,1,0,16,117.6,7.4,1.10%
2023,47,Kenny Clark (GB),22,22,7.5,9,3,0,2,0,0,17,114.9,6.8,1.50%
2023,48,DeMarcus Lawrence (DAL),29,21,4,10,6,0,1,0,0,17,113.6,6.7,14.70%
2023,49,Jeffery Simmons (TEN),30,14,5.5,10,1,0,1,1,0,12,112.2,9.4,64.70%
2023,50,Nik Bonitto (DEN),23,7,8,13,2,0,1,0,0,15,111.4,7.4,44.60%
2022,1,Maxx Crosby (LV),58,30,12.5,22,4,0,3,1,0,17,236.7,13.9,77.50%
2022,2,Nick Bosa (SF),41,10,18.5,19,1,0,2,0,0,16,200.3,12.5,61.80%
2022,3,Myles Garrett (CLE),37,23,16,18,4,0,2,0,0,16,196.1,12.3,86.80%
2022,4,Christian Wilkins (MIA),59,39,3.5,16,6,0,2,1,0,17,193,11.4,0.70%
2022,5,Haason Reddick (PHI),35,14,16,11,3,0,5,3,0,17,191.4,11.3,1.70%
2022,6,Chris Jones (KC),30,14,15.5,17,4,0,2,1,0,16,178.2,11.1,11.70%
2022,7,Cameron Heyward (PIT),39,35,10.5,14,4,0,1,1,0,17,176.3,10.4,15.40%
2022,8,Daron Payne (WAS),32,32,11.5,18,5,0,0,1,0,17,174.9,10.3,1.90%
2022,9,Brian Burns (CAR),34,29,12.5,17,3,0,1,0,0,16,174.2,10.9,65.30%
2022,10,Jonathan Allen (WAS),44,21,7.5,16,3,1,2,0,0,14,169.5,12.1,6.10%
2022,11,DeForest Buckner (IND),45,30,8,12,3,0,2,1,0,17,168.9,9.9,21.40%
2022,12,J.J. Watt (ARI),30,9,12.5,18,7,0,1,1,0,16,165.5,10.3,3.30%
2022,13,Danielle Hunter (MIN),46,19,10.5,12,3,0,1,0,0,17,164.2,9.7,48.40%
2022,14,Quinnen Williams (NYJ),35,20,12,12,4,0,2,1,0,16,164,10.3,20.40%
2022,15,Josh Hines-Allen (JAC),35,22,7,11,2,0,4,2,1,17,157.9,9.3,29.20%
2022,16,Josh Sweat (PHI),31,17,11,15,1,1,1,0,1,16,157.6,9.9,9.70%
2022,17,Cameron Jordan (NO),40,26,8.5,13,2,0,2,0,0,16,157.1,9.8,4.50%
2022,17,Javon Hargrave (PHI),37,23,11,10,2,0,1,2,0,17,157.1,9.2,1.80%
2022,19,DeMarcus Lawrence (DAL),43,22,6,9,3,0,3,1,1,17,154.2,9.1,14.70%
2022,20,Aidan Hutchinson (DET),34,18,9.5,9,3,3,0,2,0,17,152.9,9,71.60%
2022,21,Dexter Lawrence II (NYG),35,33,7.5,7,3,0,2,0,0,16,137.7,8.6,12.60%
2022,22,Grover Stewart (IND),44,26,4,9,3,0,0,1,0,17,133,7.8,2.10%
2022,23,Sam Hubbard (CIN),34,26,6.5,11,3,0,1,0,0,15,132.9,8.9,16.50%
2022,23,Jaelan Phillips (MIA),37,24,7,8,2,0,1,1,0,17,132.9,7.8,10.30%
2022,25,Deatrich Wise Jr. (NE),33,26,7.5,7,3,0,2,0,0,17,129.6,7.6,6.20%
2022,26,Zach Sieler (MIA),41,29,3.5,7,4,0,2,0,0,17,129.1,7.6,6.20%
2022,27,Grady Jarrett (ATL),30,31,6,12,3,0,0,0,0,17,127.3,7.5,1.50%
2022,28,Jeffery Simmons (TEN),25,29,7.5,9,7,0,1,0,0,15,126.5,8.4,64.70%
2022,29,Montez Sweat (WAS),27,19,8,14,2,0,0,0,0,17,125.1,7.4,19.30%
2022,30,Kayvon Thibodeaux (NYG),33,16,4,6,5,0,2,2,1,14,122.3,8.7,10.00%
2022,31,Brandon Graham (PHI),19,16,11,11,1,0,2,0,0,16,121.9,7.6,2.40%
2022,32,B.J. Hill (CIN),30,38,3,4,4,0,1,3,0,16,118,7.4,1.90%
2022,33,Jerry Hughes (HOU),21,14,9,10,1,1,2,0,0,16,117.8,7.4,2.00%
2022,34,Darrell Taylor (SEA),22,4,9.5,8,1,0,4,1,0,14,115.6,8.3,1.00%
2022,35,Greg Rousseau (BUF),27,10,8,10,4,0,1,0,0,13,115.3,8.9,18.90%
2022,36,Josh Uche (NE),23,4,11.5,9,0,0,2,0,0,14,114.2,8.2,1.70%
2022,37,Aaron Donald (LAR),27,22,5,10,2,0,1,1,0,11,113.1,10.3,13.10%
2022,38,Justin Jones (CHI),28,24,3,12,4,0,0,1,0,17,112.4,6.6,1.00%
2022,39,Zach Allen (ARI),23,24,5.5,10,8,0,0,0,0,13,111.8,8.6,10.40%
2022,40,Kwity Paye (IND),32,13,6,10,0,0,0,1,0,11,111.1,10.1,1.30%
2022,41,Carl Granderson (NO),30,23,5.5,9,0,0,0,1,0,15,111,7.4,19.90%
2022,42,Dorance Armstrong Jr. (DAL),17,16,8.5,10,0,0,1,2,0,17,108.9,6.4,6.20%
2022,43,Sebastian Joseph-Day (LAC),27,29,2,9,1,1,1,1,0,15,107.6,7.2,1.00%
2022,44,Dre'Mont Jones (DEN),24,23,6.5,9,0,0,1,0,0,13,105.9,8.1,2.70%
2022,45,Derrick Brown (CAR),30,37,1,5,7,1,0,0,0,17,105.1,6.2,18.20%
2022,46,Trey Hendrickson (CIN),22,10,8,6,3,0,3,0,0,15,104.2,6.9,33.70%
2022,47,Fletcher Cox (PHI),23,20,7,7,0,0,1,1,0,16,103.3,6.5,1.20%
2022,48,George Karlaftis III (KC),18,15,6,8,7,0,0,2,0,17,101,5.9,8.80%
2022,49,Anthony Nelson (TB),25,19,5.5,4,0,0,3,1,0,17,100.3,5.9,0.80%
2022,50,Denico Autry (TEN),17,10,8,8,4,0,2,0,0,12,99.2,8.3,1.00%
2021,1,Aaron Donald (LAR),38,46,12.5,19,4,0,4,0,0,17,211.4,12.4,13.10%
2021,2,Cameron Heyward (PIT),53,36,10,15,9,1,1,1,0,17,211,12.4,15.40%
2021,3,Nick Bosa (SF),40,12,15.5,21,1,0,4,0,0,17,201.4,11.8,61.80%
2021,4,Myles Garrett (CLE),33,18,16,17,3,0,1,1,1,17,188.4,11.1,86.80%
2021,5,Cameron Jordan (NO),38,21,12.5,13,6,0,2,0,0,16,172.7,10.8,4.50%
2021,6,Josh Hines-Allen (JAC),46,25,7.5,12,4,1,1,1,0,16,167.1,10.4,29.20%
2021,7,Haason Reddick (CAR),37,31,11,12,0,0,2,1,0,16,165.1,10.3,1.70%
2021,8,Christian Wilkins (MIA),49,40,4.5,10,4,0,1,1,0,17,161.2,9.5,0.70%
2021,9,Joey Bosa (LAC),36,15,10.5,5,0,0,7,0,0,16,148.1,9.3,5.50%
2021,9,Sam Hubbard (CIN),33,29,7.5,12,3,0,1,2,0,16,148.1,9.3,16.50%
2021,11,Jeffery Simmons (TEN),42,12,8.5,12,6,0,0,0,0,17,145.3,8.5,64.70%
2021,12,Maxx Crosby (LV),36,20,8,13,7,0,0,0,0,17,144.3,8.5,77.50%
2021,13,Brian Burns (CAR),31,19,9,13,4,0,2,0,0,17,143.8,8.5,65.30%
2021,14,Charles Harris (DET),34,31,7.5,11,0,0,2,0,0,17,140.2,8.2,0.60%
2021,15,Leonard Williams (NYG),34,47,6.5,5,2,0,2,1,0,17,139.9,8.2,15.00%
2021,16,DeForest Buckner (IND),40,28,7,10,3,0,0,0,0,17,139,8.2,21.40%
2021,17,Trey Hendrickson (CIN),20,14,14,12,0,0,3,0,0,16,138.7,8.7,33.70%
2021,18,Emmanuel Ogbah (MIA),26,15,9,9,12,0,1,1,0,17,135,7.9,1.10%
2021,19,Jonathan Allen (WAS),31,31,9,10,0,0,0,0,0,17,131.2,7.7,6.10%
2021,20,Javon Hargrave (PHI),27,36,7.5,9,1,0,1,0,0,16,125.9,7.9,1.80%
2021,21,Marcus Davenport (NO),23,16,9,9,0,0,3,1,0,11,121.3,11,0.60%
2021,22,Jadeveon Clowney (CLE),24,13,9,11,2,0,2,0,0,14,120.4,8.6,2.30%
2021,23,Greg Rousseau (BUF),42,8,4,8,4,1,1,0,0,16,120.2,7.5,18.90%
2021,24,Trevis Gipson (CHI),23,14,7,7,2,0,5,1,0,16,117.8,7.4,0.80%
2021,25,Larry Ogunjobi (CIN),29,20,7,12,0,0,0,0,0,16,117,7.3,0.60%
2021,26,DJ Wonnum (MIN),29,18,8,7,4,0,1,0,0,17,116.8,6.9,2.30%
2021,27,Zach Allen (ARI),30,18,4,5,4,1,0,3,1,14,116.4,8.3,10.40%
2021,28,D.J. Jones (SF),40,16,2,10,1,0,2,0,0,16,114.7,7.2,1.00%
2021,29,Carlos Dunlap II (SEA),24,11,8.5,8,7,0,1,0,0,16,113,7.1,2.00%
2021,29,Quinnen Williams (NYJ),36,17,6,7,3,0,0,0,0,15,113,7.5,20.40%
2021,31,Austin Johnson (NYG),31,41,3.5,6,1,0,0,1,0,17,112.4,6.6,0.80%
2021,32,Denico Autry (TEN),25,6,9,10,6,0,0,0,0,16,112.2,7,1.00%
2021,33,Chris Wormley (PIT),29,22,7,6,3,0,1,0,0,15,111.9,7.5,0.80%
2021,34,Zach Sieler (MIA),33,29,2,6,3,0,1,2,0,17,111.5,6.6,6.20%
2021,35,Jaelan Phillips (MIA),23,19,8.5,9,1,0,0,1,0,17,111.1,6.5,10.30%
2021,36,Arik Armstead (SF),29,34,6,7,0,0,0,0,0,17,110.8,6.5,1.50%
2021,36,Jonathan Greenard (HOU),23,10,8,9,4,0,2,0,0,11,110.8,10.1,18.70%
2021,38,Daron Payne (WAS),35,26,4.5,6,0,0,0,1,0,17,109.3,6.4,1.90%
2021,39,Yannick Ngakoue (LV),17,11,10,8,3,0,2,0,0,17,106.5,6.3,0.60%
2021,40,Josh Sweat (PHI),19,26,7.5,7,4,0,1,0,0,16,105.9,6.6,9.70%
2021,41,Al-Quadin Muhammad (IND),32,16,6,7,0,0,1,0,0,17,105.7,6.2,1.20%
2021,42,Chris Jones (KC),18,9,9,8,5,0,1,1,0,14,105.6,7.5,11.70%
2021,43,Shelby Harris (DEN),24,25,6,7,2,0,1,0,0,16,103.7,6.5,1.50%
2021,43,Rasheem Green (SEA),27,21,6.5,6,4,0,0,0,0,17,103.7,6.1,1.00%
2021,45,Ed Oliver (BUF),29,12,4,10,3,0,1,0,0,16,102.3,6.4,12.50%
2021,46,B.J. Hill (CIN),29,22,5.5,6,0,0,0,0,0,16,97.3,6.1,1.90%
2021,47,A'Shawn Robinson (LAR),33,34,2,2,0,0,2,0,0,16,96.4,6,2.70%
2021,48,Odafe Oweh (BAL),23,10,5,5,1,0,3,2,0,15,96.2,6.4,6.90%
2021,49,Fletcher Cox (PHI),25,10,3.5,7,0,0,2,1,1,15,94.8,6.3,1.20%
2021,50,Dawuane Smoot (JAC),22,14,6,7,3,0,1,0,0,16,93.7,5.9,0.70%
2020,1,Haason Reddick (ARI),43,19,12.5,15,4,0,6,0,0,16,196.6,12.3,1.70%
2020,2,Jason Pierre-Paul (TB),34,21,9.5,7,6,2,4,2,0,16,165.6,10.4,1.80%
2020,3,Aaron Donald (LAR),27,18,13.5,14,1,0,4,1,0,16,165,10.3,13.10%
2020,4,Myles Garrett (CLE),33,15,12,10,2,0,4,2,0,14,161,11.5,86.80%
2020,5,J.J. Watt (HOU),36,16,5,14,7,1,2,1,1,16,154.8,9.7,3.30%
2020,6,Chase Young (WAS),32,12,7.5,10,4,0,4,3,1,15,152.2,10.1,17.50%
2020,7,Leonard Williams (NYG),29,28,11.5,14,1,0,0,1,0,16,151.6,9.5,15.00%
2020,8,DeForest Buckner (IND),37,21,9.5,10,3,0,2,1,0,15,151.1,10.1,21.40%
2020,9,Montez Sweat (WAS),28,17,9,12,6,1,2,0,1,16,149.2,9.3,19.30%
2020,10,DeMarcus Lawrence (DAL),34,24,6.5,11,2,0,4,1,0,16,146,9.1,14.70%
2020,11,Brian Burns (CAR),35,23,9,8,4,0,3,0,0,15,144.2,9.6,65.30%
2020,12,Romeo Okwara (DET),32,12,10,11,1,0,3,1,0,16,142.2,8.9,1.50%
2020,13,Stephon Tuitt (PIT),33,12,11,10,3,0,2,0,0,15,140.3,9.4,0.60%
2020,14,Brandon Graham (PHI),35,11,8,13,0,0,2,1,0,16,137.6,8.6,2.40%
2020,15,Quinnen Williams (NYJ),32,23,7,10,3,0,2,0,0,13,131.2,10.1,20.40%
2020,16,Cameron Jordan (NO),34,17,7.5,11,3,0,1,0,0,16,130.1,8.1,4.50%
2020,17,Trey Hendrickson (NO),22,3,13.5,12,1,0,1,0,0,15,124.9,8.3,33.70%
2020,18,Joey Bosa (LAC),29,10,7.5,15,1,0,0,1,0,12,124.2,10.4,5.50%
2020,19,Olivier Vernon (CLE),24,12,9,12,3,0,1,1,0,14,123.8,8.8,3.50%
2020,20,Kerry Hyder Jr. (SF),30,19,8.5,10,0,0,0,1,0,16,122.8,7.7,1.00%
2020,21,Emmanuel Ogbah (MIA),25,17,9,6,5,0,3,0,0,16,121,7.6,1.10%
